filename,back_croup-x,back_croup-y,back_left_knee-x,back_left_knee-y,back_left_paw-x,back_left_paw-y,back_left_wrist-x,back_left_wrist-y,back_midpoint-x,back_midpoint-y,back_right_knee-x,back_right_knee-y,back_right_paw-x,back_right_paw-y,back_right_wrist-x,back_right_wrist-y,back_withers-x,back_withers-y,ears_midpoint-x,ears_midpoint-y,front_left_elbow-x,front_left_elbow-y,front_left_paw-x,front_left_paw-y,front_right_elbow-x,front_right_elbow-y,front_right_paw-x,front_right_paw-y,left_ear_base-x,left_ear_base-y,left_ear_tip-x,left_ear_tip-y,left_eye-x,left_eye-y,nose-x,nose-y,right_ear_base-x,right_ear_base-y,right_ear_tip-x,right_ear_tip-y,right_eye-x,right_eye-y,tail_base-x,tail_base-y,tail_end-x,tail_end-y,tail_lower_midpoint-x,tail_lower_midpoint-y,tail_midpoint-x,tail_midpoint-y,tail_upper_midpoint-x,tail_upper_midpoint-y,bbox_tl-x,bbox_tl-y,bbox_br-x,bbox_br-y
20241115-153257-409240_4-2793_bright.jpg,773.98,542.1,695.8,594.67,740.14,656.24,758.43,636.45,717.18,499.79,,,783.01,643.57,789.9,621.11,648.05,485.05,,,639.6,553.12,571.2,589.09,632.42,579.23,591.25,650.67,598.95,480.93,629.46,450.24,558.86,478.71,533.15,492.93,,,639.99,470.25,,,814.8,601.84,,,990.65,588.72,939.26,590.31,882.91,600.86,532.5,447.9,1024.7,666.0
20241115-153257-409240_4-2793_dark.jpg,773.98,542.1,695.8,594.67,740.14,656.24,758.43,636.45,717.18,499.79,,,783.01,643.57,789.9,621.11,648.05,485.05,,,639.6,553.12,571.2,589.09,632.42,579.23,591.25,650.67,598.95,480.93,629.46,450.24,558.86,478.71,533.15,492.93,,,639.99,470.25,,,814.8,601.84,,,990.65,588.72,939.26,590.31,882.91,600.86,532.5,447.9,1024.7,666.0
20241115-153257-409240_4-2793_norm.jpg,773.98,542.1,695.8,594.67,740.14,656.24,758.43,636.45,717.18,499.79,,,783.01,643.57,789.9,621.11,648.05,485.05,,,639.6,553.12,571.2,589.09,632.42,579.23,591.25,650.67,598.95,480.93,629.46,450.24,558.86,478.71,533.15,492.93,,,639.99,470.25,,,814.8,601.84,,,990.65,588.72,939.26,590.31,882.91,600.86,532.5,447.9,1024.7,666.0
20241115-153257-409240_4-2793_orig.jpg,773.98,542.1,695.8,594.67,740.14,656.24,758.43,636.45,717.18,499.79,,,783.01,643.57,789.9,621.11,648.05,485.05,,,639.6,553.12,571.2,589.09,632.42,579.23,591.25,650.67,598.95,480.93,629.46,450.24,558.86,478.71,533.15,492.93,,,639.99,470.25,,,814.8,601.84,,,990.65,588.72,939.26,590.31,882.91,600.86,532.5,447.9,1024.7,666.0
20241115-153257-409240_4-2793_scaled.jpg,773.98,542.1,695.8,594.67,740.14,656.24,758.43,636.45,717.18,499.79,,,783.01,643.57,789.9,621.11,648.05,485.05,,,639.6,553.12,571.2,589.09,632.42,579.23,591.25,650.67,598.95,480.93,629.46,450.24,558.86,478.71,533.15,492.93,,,639.99,470.25,,,814.8,601.84,,,990.65,588.72,939.26,590.31,882.91,600.86,532.5,447.9,1024.7,666.0
20241115-153257-409240_4-3026_blurred.jpg,751.36,493.61,702.49,548.29,696.73,628.91,704.6,609.08,764.06,435.82,768.55,550.43,741.1,627.81,741.09,600.73,772.29,383.59,779.84,335.84,,,718.96,430.17,,,,,761.34,335.28,754.13,319.28,,,778.08,308.15,796.3,344.44,812.33,331.74,,,733.3,556.54,767.21,668.06,743.77,651.93,731.44,624.99,729.69,591.19,680.3,306.3,819.0,669.5
20241115-153257-409240_4-3026_bright.jpg,751.36,493.61,702.49,548.29,696.73,628.91,704.6,609.08,764.06,435.82,768.55,550.43,741.1,627.81,741.09,600.73,772.29,383.59,779.84,335.84,,,718.96,430.17,,,,,761.34,335.28,754.13,319.28,,,778.08,308.15,796.3,344.44,812.33,331.74,,,733.3,556.54,767.21,668.06,743.77,651.93,731.44,624.99,729.69,591.19,680.3,306.3,819.0,669.5
20241115-153257-409240_4-3026_dark.jpg,751.36,493.61,702.49,548.29,696.73,628.91,704.6,609.08,764.06,435.82,768.55,550.43,741.1,627.81,741.09,600.73,772.29,383.59,779.84,335.84,,,718.96,430.17,,,,,761.34,335.28,754.13,319.28,,,778.08,308.15,796.3,344.44,812.33,331.74,,,733.3,556.54,767.21,668.06,743.77,651.93,731.44,624.99,729.69,591.19,680.3,306.3,819.0,669.5
20241115-153257-409240_4-3026_norm.jpg,751.36,493.61,702.49,548.29,696.73,628.91,704.6,609.08,764.06,435.82,768.55,550.43,741.1,627.81,741.09,600.73,772.29,383.59,779.84,335.84,,,718.96,430.17,,,,,761.34,335.28,754.13,319.28,,,778.08,308.15,796.3,344.44,812.33,331.74,,,733.3,556.54,767.21,668.06,743.77,651.93,731.44,624.99,729.69,591.19,680.3,306.3,819.0,669.5
20241115-153257-409240_4-3026_orig.jpg,751.36,493.61,702.49,548.29,696.73,628.91,704.6,609.08,764.06,435.82,768.55,550.43,741.1,627.81,741.09,600.73,772.29,383.59,779.84,335.84,,,718.96,430.17,,,,,761.34,335.28,754.13,319.28,,,778.08,308.15,796.3,344.44,812.33,331.74,,,733.3,556.54,767.21,668.06,743.77,651.93,731.44,624.99,729.69,591.19,680.3,306.3,819.0,669.5
20241115-153257-409240_4-3026_scaled.jpg,751.36,493.61,702.49,548.29,696.73,628.91,704.6,609.08,764.06,435.82,768.55,550.43,741.1,627.81,741.09,600.73,772.29,383.59,779.84,335.84,,,718.96,430.17,,,,,761.34,335.28,754.13,319.28,,,778.08,308.15,796.3,344.44,812.33,331.74,,,733.3,556.54,767.21,668.06,743.77,651.93,731.44,624.99,729.69,591.19,680.3,306.3,819.0,669.5
20241115-153257-409240_4-320_blurred.jpg,,,,,936.83,655.6,,,,,798.66,592.75,819.18,661.8,827.4,649.14,895.11,488.56,901.55,498.72,950.13,615.19,933.31,683.03,809.01,607.06,844.36,660.2,931.61,518.69,952.04,474.77,934.35,551.24,907.64,590.05,862.79,512.95,844.6,471.03,873.36,549.54,,,,,,,,,,,789.5,464.5,965.0,695.9
20241115-153257-409240_4-320_bright.jpg,,,,,936.83,655.6,,,,,798.66,592.75,819.18,661.8,827.4,649.14,895.11,488.56,901.55,498.72,950.13,615.19,933.31,683.03,809.01,607.06,844.36,660.2,931.61,518.69,952.04,474.77,934.35,551.24,907.64,590.05,862.79,512.95,844.6,471.03,873.36,549.54,,,,,,,,,,,789.5,464.5,965.0,695.9
20241115-153257-409240_4-320_dark.jpg,,,,,936.83,655.6,,,,,798.66,592.75,819.18,661.8,827.4,649.14,895.11,488.56,901.55,498.72,950.13,615.19,933.31,683.03,809.01,607.06,844.36,660.2,931.61,518.69,952.04,474.77,934.35,551.24,907.64,590.05,862.79,512.95,844.6,471.03,873.36,549.54,,,,,,,,,,,789.5,464.5,965.0,695.9
20241115-153257-409240_4-320_norm.jpg,,,,,936.83,655.6,,,,,798.66,592.75,819.18,661.8,827.4,649.14,895.11,488.56,901.55,498.72,950.13,615.19,933.31,683.03,809.01,607.06,844.36,660.2,931.61,518.69,952.04,474.77,934.35,551.24,907.64,590.05,862.79,512.95,844.6,471.03,873.36,549.54,,,,,,,,,,,789.5,464.5,965.0,695.9
20241115-153257-409240_4-320_orig.jpg,,,,,936.83,655.6,,,,,798.66,592.75,819.18,661.8,827.4,649.14,895.11,488.56,901.55,498.72,950.13,615.19,933.31,683.03,809.01,607.06,844.36,660.2,931.61,518.69,952.04,474.77,934.35,551.24,907.64,590.05,862.79,512.95,844.6,471.03,873.36,549.54,,,,,,,,,,,789.5,464.5,965.0,695.9
20241115-153257-409240_4-320_scaled.jpg,,,,,936.83,655.6,,,,,798.66,592.75,819.18,661.8,827.4,649.14,895.11,488.56,901.55,498.72,950.13,615.19,933.31,683.03,809.01,607.06,844.36,660.2,931.61,518.69,952.04,474.77,934.35,551.24,907.64,590.05,862.79,512.95,844.6,471.03,873.36,549.54,,,,,,,,,,,789.5,464.5,965.0,695.9
20241115-153257-409240_4-3240_blurred.jpg,805.74,569.01,741.65,583.74,736.65,650.59,748.42,638.2,782.62,505.04,,,679.48,647.38,710.37,642.17,,,685.47,500.45,731.18,581.6,709.01,621.94,,,704.29,625.01,707.46,517.71,721.72,470.91,695.37,560.21,674.37,612.25,,,666.91,483.62,655.42,561.49,791.68,640.38,,,,,867.16,637.17,832.05,640.55,648.5,469.8,868.5,660.1
20241115-153257-409240_4-3240_bright.jpg,805.74,569.01,741.65,583.74,736.65,650.59,748.42,638.2,782.62,505.04,,,679.48,647.38,710.37,642.17,,,685.47,500.45,731.18,581.6,709.01,621.94,,,704.29,625.01,707.46,517.71,721.72,470.91,695.37,560.21,674.37,612.25,,,666.91,483.62,655.42,561.49,791.68,640.38,,,,,867.16,637.17,832.05,640.55,648.5,469.8,868.5,660.1
20241115-153257-409240_4-3240_dark.jpg,805.74,569.01,741.65,583.74,736.65,650.59,748.42,638.2,782.62,505.04,,,679.48,647.38,710.37,642.17,,,685.47,500.45,731.18,581.6,709.01,621.94,,,704.29,625.01,707.46,517.71,721.72,470.91,695.37,560.21,674.37,612.25,,,666.91,483.62,655.42,561.49,791.68,640.38,,,,,867.16,637.17,832.05,640.55,648.5,469.8,868.5,660.1
20241115-153257-409240_4-3240_norm.jpg,805.74,569.01,741.65,583.74,736.65,650.59,748.42,638.2,782.62,505.04,,,679.48,647.38,710.37,642.17,,,685.47,500.45,731.18,581.6,709.01,621.94,,,704.29,625.01,707.46,517.71,721.72,470.91,695.37,560.21,674.37,612.25,,,666.91,483.62,655.42,561.49,791.68,640.38,,,,,867.16,637.17,832.05,640.55,648.5,469.8,868.5,660.1
20241115-153257-409240_4-3240_orig.jpg,805.74,569.01,741.65,583.74,736.65,650.59,748.42,638.2,782.62,505.04,,,679.48,647.38,710.37,642.17,,,685.47,500.45,731.18,581.6,709.01,621.94,,,704.29,625.01,707.46,517.71,721.72,470.91,695.37,560.21,674.37,612.25,,,666.91,483.62,655.42,561.49,791.68,640.38,,,,,867.16,637.17,832.05,640.55,648.5,469.8,868.5,660.1
20241115-153257-409240_4-3240_scaled.jpg,805.74,569.01,741.65,583.74,736.65,650.59,748.42,638.2,782.62,505.04,,,679.48,647.38,710.37,642.17,,,685.47,500.45,731.18,581.6,709.01,621.94,,,704.29,625.01,707.46,517.71,721.72,470.91,695.37,560.21,674.37,612.25,,,666.91,483.62,655.42,561.49,791.68,640.38,,,,,867.16,637.17,832.05,640.55,648.5,469.8,868.5,660.1
20241115-153257-409240_4-3402_blurred.jpg,851.77,560.61,790.81,596.1,818.21,633.47,844.19,628.25,806.09,519.55,,,,,,,,,700.82,542.54,776.78,595.68,737.07,640.88,,,693.2,634.85,717.95,546.37,730.92,505.67,702.85,578.53,679.85,618.21,,,700.62,513.78,674.05,576.04,875.75,615.13,1009.55,585.1,991.52,596.28,955.95,598.69,919.3,609.83,669.6,505.0,1026.5,648.6
20241115-153257-409240_4-3402_bright.jpg,851.77,560.61,790.81,596.1,818.21,633.47,844.19,628.25,806.09,519.55,,,,,,,,,700.82,542.54,776.78,595.68,737.07,640.88,,,693.2,634.85,717.95,546.37,730.92,505.67,702.85,578.53,679.85,618.21,,,700.62,513.78,674.05,576.04,875.75,615.13,1009.55,585.1,991.52,596.28,955.95,598.69,919.3,609.83,669.6,505.0,1026.5,648.6
20241115-153257-409240_4-3402_dark.jpg,851.77,560.61,790.81,596.1,818.21,633.47,844.19,628.25,806.09,519.55,,,,,,,,,700.82,542.54,776.78,595.68,737.07,640.88,,,693.2,634.85,717.95,546.37,730.92,505.67,702.85,578.53,679.85,618.21,,,700.62,513.78,674.05,576.04,875.75,615.13,1009.55,585.1,991.52,596.28,955.95,598.69,919.3,609.83,669.6,505.0,1026.5,648.6
20241115-153257-409240_4-3402_norm.jpg,851.77,560.61,790.81,596.1,818.21,633.47,844.19,628.25,806.09,519.55,,,,,,,,,700.82,542.54,776.78,595.68,737.07,640.88,,,693.2,634.85,717.95,546.37,730.92,505.67,702.85,578.53,679.85,618.21,,,700.62,513.78,674.05,576.04,875.75,615.13,1009.55,585.1,991.52,596.28,955.95,598.69,919.3,609.83,669.6,505.0,1026.5,648.6
20241115-153257-409240_4-3402_orig.jpg,851.77,560.61,790.81,596.1,818.21,633.47,844.19,628.25,806.09,519.55,,,,,,,,,700.82,542.54,776.78,595.68,737.07,640.88,,,693.2,634.85,717.95,546.37,730.92,505.67,702.85,578.53,679.85,618.21,,,700.62,513.78,674.05,576.04,875.75,615.13,1009.55,585.1,991.52,596.28,955.95,598.69,919.3,609.83,669.6,505.0,1026.5,648.6
20241115-153257-409240_4-3402_scaled.jpg,851.77,560.61,790.81,596.1,818.21,633.47,844.19,628.25,806.09,519.55,,,,,,,,,700.82,542.54,776.78,595.68,737.07,640.88,,,693.2,634.85,717.95,546.37,730.92,505.67,702.85,578.53,679.85,618.21,,,700.62,513.78,674.05,576.04,875.75,615.13,1009.55,585.1,991.52,596.28,955.95,598.69,919.3,609.83,669.6,505.0,1026.5,648.6
20241115-153257-409240_4-355_blurred.jpg,1096.12,525.14,,,1138.82,662.35,1111.83,648.73,1129.5,433.16,1158.09,589.9,1126.01,669.98,1092.98,647.16,1182.74,365.74,,,,,1309.1,380.88,1260.14,416.89,1311.23,451.9,1206.13,325.84,1181.38,309.47,,,1309.93,291.37,1223.65,310.35,1193.51,285.44,1275.24,295.54,1058.35,622.66,710.19,664.44,808.72,649.68,896.91,646.52,983.02,645.7,709.6,283.2,1321.0,687.1
20241115-153257-409240_4-355_bright.jpg,1096.12,525.14,,,1138.82,662.35,1111.83,648.73,1129.5,433.16,1158.09,589.9,1126.01,669.98,1092.98,647.16,1182.74,365.74,,,,,1309.1,380.88,1260.14,416.89,1311.23,451.9,1206.13,325.84,1181.38,309.47,,,1309.93,291.37,1223.65,310.35,1193.51,285.44,1275.24,295.54,1058.35,622.66,710.19,664.44,808.72,649.68,896.91,646.52,983.02,645.7,709.6,283.2,1321.0,687.1
20241115-153257-409240_4-355_dark.jpg,1096.12,525.14,,,1138.82,662.35,1111.83,648.73,1129.5,433.16,1158.09,589.9,1126.01,669.98,1092.98,647.16,1182.74,365.74,,,,,1309.1,380.88,1260.14,416.89,1311.23,451.9,1206.13,325.84,1181.38,309.47,,,1309.93,291.37,1223.65,310.35,1193.51,285.44,1275.24,295.54,1058.35,622.66,710.19,664.44,808.72,649.68,896.91,646.52,983.02,645.7,709.6,283.2,1321.0,687.1
20241115-153257-409240_4-355_norm.jpg,1096.12,525.14,,,1138.82,662.35,1111.83,648.73,1129.5,433.16,1158.09,589.9,1126.01,669.98,1092.98,647.16,1182.74,365.74,,,,,1309.1,380.88,1260.14,416.89,1311.23,451.9,1206.13,325.84,1181.38,309.47,,,1309.93,291.37,1223.65,310.35,1193.51,285.44,1275.24,295.54,1058.35,622.66,710.19,664.44,808.72,649.68,896.91,646.52,983.02,645.7,709.6,283.2,1321.0,687.1
20241115-153257-409240_4-355_orig.jpg,1096.12,525.14,,,1138.82,662.35,1111.83,648.73,1129.5,433.16,1158.09,589.9,1126.01,669.98,1092.98,647.16,1182.74,365.74,,,,,1309.1,380.88,1260.14,416.89,1311.23,451.9,1206.13,325.84,1181.38,309.47,,,1309.93,291.37,1223.65,310.35,1193.51,285.44,1275.24,295.54,1058.35,622.66,710.19,664.44,808.72,649.68,896.91,646.52,983.02,645.7,709.6,283.2,1321.0,687.1
20241115-153257-409240_4-355_scaled.jpg,1096.12,525.14,,,1138.82,662.35,1111.83,648.73,1129.5,433.16,1158.09,589.9,1126.01,669.98,1092.98,647.16,1182.74,365.74,,,,,1309.1,380.88,1260.14,416.89,1311.23,451.9,1206.13,325.84,1181.38,309.47,,,1309.93,291.37,1223.65,310.35,1193.51,285.44,1275.24,295.54,1058.35,622.66,710.19,664.44,808.72,649.68,896.91,646.52,983.02,645.7,709.6,283.2,1321.0,687.1
